rchid,type,parmname,value1
1049,-4,PSWD,0.000000000000e+000
1049,-4,PSDT,0.000000000000e+000
1049,0,IVOL,1.733352000115e+008
1049,1,RO,1.733352000115e+008
1049,1,BP,0.000000000000e+000
1093,-1,USIF,6.055379207667e+008
1093,-2,LUIF,5.395016287328e+006
1093,-1,USBP,0.000000000000e+000
1093,-2,LUBP,0.000000000000e+000
1093,-3,PSIF,0.000000000000e+000
1093,-4,PSWD,0.000000000000e+000
1093,-4,PSDT,0.000000000000e+000
1093,0,IVOL,6.109329370541e+008
1093,1,RO,6.109329370541e+008
1093,1,BP,0.000000000000e+000
2016,-1,USIF,1.393124246354e+008
2016,-2,LUIF,1.851166109631e+007
2016,-1,USBP,0.000000000000e+000
2016,-2,LUBP,0.000000000000e+000
2016,-3,PSIF,0.000000000000e+000
2016,-4,PSWD,0.000000000000e+000
2016,-4,PSDT,0.000000000000e+000
2016,0,IVOL,1.578240857317e+008
2016,1,RO,1.582355161026e+008
2016,1,BP,0.000000000000e+000
2061,-1,USIF,3.308472831206e+008
2061,-2,LUIF,9.316845062926e+006
2061,-1,USBP,0.000000000000e+000
2061,-2,LUBP,0.000000000000e+000
2061,-3,PSIF,0.000000000000e+000
2061,-4,PSWD,0.000000000000e+000
2061,-4,PSDT,0.000000000000e+000
2061,0,IVOL,3.401641281835e+008
2061,1,RO,3.405605102799e+008
2061,1,BP,0.000000000000e+000
3011,-1,USIF,1.866180778439e+008
3011,-2,LUIF,1.598254395063e+006
3011,-1,USBP,0.000000000000e+000
3011,-2,LUBP,0.000000000000e+000
3011,-3,PSIF,0.000000000000e+000
3011,-4,PSWD,0.000000000000e+000
3011,-4,PSDT,0.000000000000e+000
3011,0,IVOL,1.882163322390e+008
3011,1,RO,1.892981611914e+008
3011,1,BP,0.000000000000e+000
3045,-1,USIF,1.710103569645e+008
3045,-2,LUIF,9.753167772157e+006
3045,-1,USBP,0.000000000000e+000
3045,-2,LUBP,0.000000000000e+000
3045,-3,PSIF,0.000000000000e+000
3045,-4,PSWD,0.000000000000e+000
3045,-4,PSDT,0.000000000000e+000
3045,0,IVOL,1.807635247367e+008
3045,1,RO,1.812045278277e+008
3045,1,BP,0.000000000000e+000
3059,-1,USIF,2.095461043848e+008
3059,-2,LUIF,3.611680850104e+007
3059,-1,USBP,0.000000000000e+000
3059,-2,LUBP,0.000000000000e+000
3059,-3,PSIF,0.000000000000e+000
3059,-4,PSWD,0.000000000000e+000
3059,-4,PSDT,0.000000000000e+000
3059,0,IVOL,2.456629128859e+008
3059,1,RO,2.474753295786e+008
3059,1,BP,0.000000000000e+000
5050,-1,USIF,2.483617350227e+008
5050,-2,LUIF,2.954917460882e+007
5050,-1,USBP,0.000000000000e+000
5050,-2,LUBP,0.000000000000e+000
5050,-3,PSIF,0.000000000000e+000
5050,-4,PSWD,0.000000000000e+000
5050,-4,PSDT,0.000000000000e+000
5050,0,IVOL,2.779109096315e+008
5050,1,RO,2.787726710015e+008
5050,1,BP,0.000000000000e+000
5084,-1,USIF,1.661687922662e+008
5084,-2,LUIF,6.777689491529e+006
5084,-1,USBP,0.000000000000e+000
5084,-2,LUBP,0.000000000000e+000
5084,-3,PSIF,0.000000000000e+000
5084,-4,PSWD,0.000000000000e+000
5084,-4,PSDT,0.000000000000e+000
5084,0,IVOL,1.729464817578e+008
5084,1,RO,1.734924792278e+008
5084,1,BP,0.000000000000e+000
5213,-1,USIF,3.239447061442e+008
5213,-2,LUIF,3.391135418736e+007
5213,-1,USBP,0.000000000000e+000
5213,-2,LUBP,0.000000000000e+000
5213,-3,PSIF,0.000000000000e+000
5213,-4,PSWD,0.000000000000e+000
5213,-4,PSDT,0.000000000000e+000
5213,0,IVOL,3.578560603316e+008
5213,1,RO,3.578560603316e+008
5213,1,BP,0.000000000000e+000
5282,-1,USIF,2.941566242756e+008
5282,-2,LUIF,9.471903746794e+006
5282,-1,USBP,0.000000000000e+000
5282,-2,LUBP,0.000000000000e+000
5282,-3,PSIF,0.000000000000e+000
5282,-4,PSWD,0.000000000000e+000
5282,-4,PSDT,0.000000000000e+000
5282,0,IVOL,3.036285280224e+008
5282,1,RO,3.036285280224e+008
5282,1,BP,0.000000000000e+000
5305,-1,USIF,1.113097209011e+009
5305,-2,LUIF,5.976701382262e+007
5305,-1,USBP,0.000000000000e+000
5305,-2,LUBP,0.000000000000e+000
5305,-3,PSIF,0.000000000000e+000
5305,-4,PSWD,0.000000000000e+000
5305,-4,PSDT,0.000000000000e+000
5305,0,IVOL,1.172864222834e+009
5305,1,RO,1.176023144233e+009
5305,1,BP,0.000000000000e+000
5349,-1,USIF,7.764010841888e+008
5349,-2,LUIF,2.269097618316e+007
5349,-1,USBP,0.000000000000e+000
5349,-2,LUBP,0.000000000000e+000
5349,-3,PSIF,0.000000000000e+000
5349,-4,PSWD,0.000000000000e+000
5349,-4,PSDT,0.000000000000e+000
5349,0,IVOL,7.990920603720e+008
5349,1,RO,8.038774341334e+008
5349,1,BP,0.000000000000e+000
5412,-1,USIF,2.398323884244e+008
5412,-2,LUIF,6.028841792190e+007
5412,-1,USBP,0.000000000000e+000
5412,-2,LUBP,0.000000000000e+000
5412,-3,PSIF,0.000000000000e+000
5412,-4,PSWD,0.000000000000e+000
5412,-4,PSDT,0.000000000000e+000
5412,0,IVOL,3.001208063463e+008
5412,1,RO,1.680210618901e+008
5412,2,RO,5.155084432618e+005
5412,3,RO,1.318426998650e+008
5412,1,BP,0.000000000000e+000
5412,2,BP,0.000000000000e+000
5412,3,BP,0.000000000000e+000
5439,-1,USIF,9.815157564202e+007
5439,-2,LUIF,1.438819820173e+007
5439,-1,USBP,0.000000000000e+000
5439,-2,LUBP,0.000000000000e+000
5439,-3,PSIF,0.000000000000e+000
5439,-4,PSWD,0.000000000000e+000
5439,-4,PSDT,0.000000000000e+000
5439,0,IVOL,1.125397738438e+008
5439,1,RO,1.132359040523e+008
5439,1,BP,0.000000000000e+000
5485,-1,USIF,2.746838589811e+010
5485,-2,LUIF,9.447149989468e+006
5485,-1,USBP,0.000000000000e+000
5485,-2,LUBP,0.000000000000e+000
5485,-3,PSIF,0.000000000000e+000
5485,-4,PSWD,0.000000000000e+000
5485,-4,PSDT,0.000000000000e+000
5485,0,IVOL,2.747783304810e+010
5485,1,RO,2.747783304810e+010
5485,1,BP,0.000000000000e+000
5514,-1,USIF,2.193625282990e+008
5514,-2,LUIF,1.819019240296e+007
5514,-1,USBP,0.000000000000e+000
5514,-2,LUBP,0.000000000000e+000
5514,-3,PSIF,0.000000000000e+000
5514,-4,PSWD,0.000000000000e+000
5514,-4,PSDT,0.000000000000e+000
5514,0,IVOL,2.375527207020e+008
5514,1,RO,2.375527207020e+008
5514,1,BP,0.000000000000e+000
6057,-1,USIF,4.979578661389e+007
6057,-2,LUIF,3.157814851890e+007
6057,-1,USBP,0.000000000000e+000
6057,-2,LUBP,0.000000000000e+000
6057,-3,PSIF,0.000000000000e+000
6057,-4,PSWD,0.000000000000e+000
6057,-4,PSDT,0.000000000000e+000
6057,0,IVOL,8.137393513279e+007
6057,1,RO,8.137393513279e+007
6057,1,BP,0.000000000000e+000
6119,-1,USIF,1.660663861715e+008
6119,-2,LUIF,8.207208434285e+006
6119,-1,USBP,0.000000000000e+000
6119,-2,LUBP,0.000000000000e+000
6119,-3,PSIF,0.000000000000e+000
6119,-4,PSWD,0.000000000000e+000
6119,-4,PSDT,0.000000000000e+000
6119,0,IVOL,1.742735946058e+008
6119,1,RO,1.742735946058e+008
6119,1,BP,0.000000000000e+000
6152,-1,USIF,2.457749721878e+008
6152,-2,LUIF,1.447143490617e+006
6152,-1,USBP,0.000000000000e+000
6152,-2,LUBP,0.000000000000e+000
6152,-3,PSIF,0.000000000000e+000
6152,-4,PSWD,0.000000000000e+000
6152,-4,PSDT,0.000000000000e+000
6152,0,IVOL,2.472221156785e+008
6152,1,RO,2.484150311018e+008
6152,1,BP,0.000000000000e+000
6200,-1,USIF,1.434907624665e+008
6200,-2,LUIF,7.703478162804e+006
6200,-1,USBP,0.000000000000e+000
6200,-2,LUBP,0.000000000000e+000
6200,-3,PSIF,0.000000000000e+000
6200,-4,PSWD,0.000000000000e+000
6200,-4,PSDT,0.000000000000e+000
6200,0,IVOL,1.511942406293e+008
6200,1,RO,1.527912220291e+008
6200,1,BP,0.000000000000e+000
6223,-1,USIF,6.595190644295e+007
6223,-2,LUIF,2.302050515653e+006
6223,-1,USBP,0.000000000000e+000
6223,-2,LUBP,0.000000000000e+000
6223,-3,PSIF,0.000000000000e+000
6223,-4,PSWD,0.000000000000e+000
6223,-4,PSDT,0.000000000000e+000
6223,0,IVOL,6.825395695860e+007
6223,1,RO,6.861232664708e+007
6223,1,BP,0.000000000000e+000
6253,-1,USIF,1.905170638410e+008
6253,-2,LUIF,1.309046486937e+007
6253,-1,USBP,0.000000000000e+000
6253,-2,LUBP,0.000000000000e+000
6253,-3,PSIF,0.000000000000e+000
6253,-4,PSWD,0.000000000000e+000
6253,-4,PSDT,1.384099926031e+010
6253,0,IVOL,1.404460678902e+010
6253,1,RO,1.378281758653e+010
6253,2,RO,2.618893898706e+008
6253,1,BP,0.000000000000e+000
6253,2,BP,0.000000000000e+000
6279,-1,USIF,1.136521523971e+008
6279,-2,LUIF,3.577763055336e+006
6279,-1,USBP,0.000000000000e+000
6279,-2,LUBP,0.000000000000e+000
6279,-3,PSIF,0.000000000000e+000
6279,-4,PSWD,0.000000000000e+000
6279,-4,PSDT,0.000000000000e+000
6279,0,IVOL,1.172299154524e+008
6279,1,RO,1.178908136666e+008
6279,1,BP,0.000000000000e+000
6339,-1,USIF,1.385053168281e+010
6339,-2,LUIF,1.529855459918e+007
6339,-1,USBP,0.000000000000e+000
6339,-2,LUBP,0.000000000000e+000
6339,-3,PSIF,0.000000000000e+000
6339,-4,PSWD,0.000000000000e+000
6339,-4,PSDT,0.000000000000e+000
6339,0,IVOL,1.386583023741e+010
6339,1,RO,1.386583023741e+010
6339,1,BP,0.000000000000e+000
6357,-1,USIF,1.541783603733e+008
6357,-2,LUIF,5.839455229489e+006
6357,-1,USBP,0.000000000000e+000
6357,-2,LUBP,0.000000000000e+000
6357,-3,PSIF,0.000000000000e+000
6357,-4,PSWD,0.000000000000e+000
6357,-4,PSDT,0.000000000000e+000
6357,0,IVOL,1.600178156028e+008
6357,1,RO,1.600178156028e+008
6357,1,BP,0.000000000000e+000
6455,-1,USIF,2.839547452076e+008
6455,-2,LUIF,6.497528082811e+006
6455,-1,USBP,0.000000000000e+000
6455,-2,LUBP,0.000000000000e+000
6455,-3,PSIF,0.000000000000e+000
6455,-4,PSWD,0.000000000000e+000
6455,-4,PSDT,0.000000000000e+000
6455,0,IVOL,2.904522732904e+008
6455,1,RO,2.904522732904e+008
6455,1,BP,0.000000000000e+000
6558,-1,USIF,1.515327984972e+008
6558,-2,LUIF,3.805921593568e+006
6558,-1,USBP,0.000000000000e+000
6558,-2,LUBP,0.000000000000e+000
6558,-3,PSIF,0.000000000000e+000
6558,-4,PSWD,0.000000000000e+000
6558,-4,PSDT,0.000000000000e+000
6558,0,IVOL,1.553387200908e+008
6558,1,RO,1.553387200908e+008
6558,1,BP,0.000000000000e+000
6576,-1,USIF,8.361544286236e+007
6576,-2,LUIF,2.668509236269e+007
6576,-1,USBP,0.000000000000e+000
6576,-2,LUBP,0.000000000000e+000
6576,-3,PSIF,0.000000000000e+000
6576,-4,PSWD,0.000000000000e+000
6576,-4,PSDT,0.000000000000e+000
6576,0,IVOL,1.103005352251e+008
6576,1,RO,1.103005352251e+008
6576,1,BP,0.000000000000e+000
6602,-1,USIF,3.128135463567e+008
6602,-2,LUIF,1.255373163585e+007
6602,-1,USBP,0.000000000000e+000
6602,-2,LUBP,0.000000000000e+000
6602,-3,PSIF,0.000000000000e+000
6602,-4,PSWD,0.000000000000e+000
6602,-4,PSDT,0.000000000000e+000
6602,0,IVOL,3.253672779925e+008
6602,1,RO,3.253672779925e+008
6602,1,BP,0.000000000000e+000
6701,-1,USIF,7.778055820758e+007
6701,-2,LUIF,1.205427913306e+007
6701,-1,USBP,0.000000000000e+000
6701,-2,LUBP,0.000000000000e+000
6701,-3,PSIF,0.000000000000e+000
6701,-4,PSWD,0.000000000000e+000
6701,-4,PSDT,0.000000000000e+000
6701,0,IVOL,8.983483734064e+007
6701,1,RO,9.068108257485e+007
6701,1,BP,0.000000000000e+000
6714,-1,USIF,3.393142885196e+008
6714,-2,LUIF,1.715484269763e+007
6714,-1,USBP,0.000000000000e+000
6714,-2,LUBP,0.000000000000e+000
6714,-3,PSIF,0.000000000000e+000
6714,-4,PSWD,0.000000000000e+000
6714,-4,PSDT,1.402665329091e+010
6714,0,IVOL,1.438312242213e+010
6714,1,RO,1.401683889908e+010
6714,2,RO,3.660780963749e+008
6714,1,BP,0.000000000000e+000
6714,2,BP,0.000000000000e+000
6738,-1,USIF,1.581035933629e+008
6738,-2,LUIF,6.474480356862e+006
6738,-1,USBP,0.000000000000e+000
6738,-2,LUBP,0.000000000000e+000
6738,-3,PSIF,0.000000000000e+000
6738,-4,PSWD,0.000000000000e+000
6738,-4,PSDT,0.000000000000e+000
6738,0,IVOL,1.645780737198e+008
6738,1,RO,1.652568623591e+008
6738,1,BP,0.000000000000e+000
6816,-1,USIF,3.910325462071e+008
6816,-2,LUIF,3.186127320967e+006
6816,-1,USBP,0.000000000000e+000
6816,-2,LUBP,0.000000000000e+000
6816,-3,PSIF,0.000000000000e+000
6816,-4,PSWD,0.000000000000e+000
6816,-4,PSDT,0.000000000000e+000
6816,0,IVOL,3.942186735281e+008
6816,1,RO,3.953332799779e+008
6816,1,BP,0.000000000000e+000
6891,-1,USIF,2.438187081692e+008
6891,-2,LUIF,9.283607698339e+006
6891,-1,USBP,0.000000000000e+000
6891,-2,LUBP,0.000000000000e+000
6891,-3,PSIF,0.000000000000e+000
6891,-4,PSWD,0.000000000000e+000
6891,-4,PSDT,0.000000000000e+000
6891,0,IVOL,2.531023158675e+008
6891,1,RO,2.538748853263e+008
6891,1,BP,0.000000000000e+000
6956,-1,USIF,1.646829446325e+008
6956,-2,LUIF,3.135058263461e+007
6956,-1,USBP,0.000000000000e+000
6956,-2,LUBP,0.000000000000e+000
6956,-3,PSIF,0.000000000000e+000
6956,-4,PSWD,0.000000000000e+000
6956,-4,PSDT,0.000000000000e+000
6956,0,IVOL,1.960335272671e+008
6956,1,RO,1.969817986124e+008
6956,1,BP,0.000000000000e+000
6994,-1,USIF,2.843849899330e+008
6994,-2,LUIF,1.195089641027e+007
6994,-1,USBP,0.000000000000e+000
6994,-2,LUBP,0.000000000000e+000
6994,-3,PSIF,0.000000000000e+000
6994,-4,PSWD,0.000000000000e+000
6994,-4,PSDT,0.000000000000e+000
6994,0,IVOL,2.963358863433e+008
6994,1,RO,2.967082365663e+008
6994,1,BP,0.000000000000e+000
9008,-1,USIF,2.618893898706e+008
9008,-2,LUIF,0.000000000000e+000
9008,-1,USBP,0.000000000000e+000
9008,-2,LUBP,0.000000000000e+000
9008,-3,PSIF,0.000000000000e+000
9008,-4,PSWD,0.000000000000e+000
9008,-4,PSDT,0.000000000000e+000
9008,0,IVOL,2.618893898706e+008
9008,1,RO,9.924237738245e+007
9008,2,RO,1.626470124881e+008
9008,1,BP,0.000000000000e+000
9008,2,BP,0.000000000000e+000
9014,-1,USIF,3.660780963749e+008
9014,-2,LUIF,0.000000000000e+000
9014,-1,USBP,0.000000000000e+000
9014,-2,LUBP,0.000000000000e+000
9014,-3,PSIF,0.000000000000e+000
9014,-4,PSWD,0.000000000000e+000
9014,-4,PSDT,0.000000000000e+000
9014,0,IVOL,3.660780963749e+008
9014,1,RO,1.773386781033e+007
9014,2,RO,3.483043415105e+008
9014,1,BP,0.000000000000e+000
9014,2,BP,0.000000000000e+000
9018,-1,USIF,1.318426998650e+008
9018,-2,LUIF,0.000000000000e+000
9018,-1,USBP,0.000000000000e+000
9018,-2,LUBP,0.000000000000e+000
9018,-3,PSIF,0.000000000000e+000
9018,-4,PSWD,0.000000000000e+000
9018,-4,PSDT,0.000000000000e+000
9018,0,IVOL,1.318426998650e+008
9018,1,RO,8.126449812005e+007
9018,2,RO,5.057820174494e+007
9018,1,BP,0.000000000000e+000
9018,2,BP,0.000000000000e+000
9108,-1,USIF,9.924237738245e+007
9108,-2,LUIF,0.000000000000e+000
9108,-1,USBP,0.000000000000e+000
9108,-2,LUBP,0.000000000000e+000
9108,-3,PSIF,0.000000000000e+000
9108,-4,PSWD,0.000000000000e+000
9108,-4,PSDT,0.000000000000e+000
9108,0,IVOL,9.924237738245e+007
9108,1,RO,9.924237738245e+007
9108,1,BP,0.000000000000e+000
9114,-1,USIF,1.773386781033e+007
9114,-2,LUIF,0.000000000000e+000
9114,-1,USBP,0.000000000000e+000
9114,-2,LUBP,0.000000000000e+000
9114,-3,PSIF,0.000000000000e+000
9114,-4,PSWD,0.000000000000e+000
9114,-4,PSDT,0.000000000000e+000
9114,0,IVOL,1.773386781033e+007
9114,1,RO,1.773386781033e+007
9114,1,BP,0.000000000000e+000
9118,-1,USIF,8.126449812005e+007
9118,-2,LUIF,0.000000000000e+000
9118,-1,USBP,0.000000000000e+000
9118,-2,LUBP,0.000000000000e+000
9118,-3,PSIF,0.000000000000e+000
9118,-4,PSWD,0.000000000000e+000
9118,-4,PSDT,0.000000000000e+000
9118,0,IVOL,8.126449812005e+007
9118,1,RO,8.126449812005e+007
9118,1,BP,0.000000000000e+000
9208,-1,USIF,1.626470124881e+008
9208,-2,LUIF,0.000000000000e+000
9208,-1,USBP,0.000000000000e+000
9208,-2,LUBP,0.000000000000e+000
9208,-3,PSIF,0.000000000000e+000
9208,-4,PSWD,1.384099926031e+010
9208,-4,PSDT,0.000000000000e+000
9208,0,IVOL,1.626470124881e+008
9208,1,RO,0.000000000000e+000
9208,1,BP,0.000000000000e+000
9214,-1,USIF,3.483043415105e+008
9214,-2,LUIF,0.000000000000e+000
9214,-1,USBP,0.000000000000e+000
9214,-2,LUBP,0.000000000000e+000
9214,-3,PSIF,0.000000000000e+000
9214,-4,PSWD,1.402665329091e+010
9214,-4,PSDT,0.000000000000e+000
9214,0,IVOL,3.483043415105e+008
9214,1,RO,0.000000000000e+000
9214,1,BP,0.000000000000e+000
1083,-1,USIF,9.708478557064e+008
1083,-2,LUIF,7.824843644800e+006
1083,-1,USBP,0.000000000000e+000
1083,-2,LUBP,0.000000000000e+000
1083,-3,PSIF,0.000000000000e+000
1083,-4,PSWD,0.000000000000e+000
1083,-4,PSDT,0.000000000000e+000
1083,0,IVOL,9.786726993512e+008
1083,1,RO,9.799294589538e+008
1083,1,BP,0.000000000000e+000
2058,-1,USIF,3.588376837537e+008
2058,-2,LUIF,5.458313622722e+006
2058,-1,USBP,0.000000000000e+000
2058,-2,LUBP,0.000000000000e+000
2058,-3,PSIF,0.000000000000e+000
2058,-4,PSWD,0.000000000000e+000
2058,-4,PSDT,0.000000000000e+000
2058,0,IVOL,3.642959973765e+008
2058,1,RO,3.645042301061e+008
2058,1,BP,0.000000000000e+000
3041,-1,USIF,2.469938399434e+008
3041,-2,LUIF,6.243139480618e+007
3041,-1,USBP,0.000000000000e+000
3041,-2,LUBP,0.000000000000e+000
3041,-3,PSIF,0.000000000000e+000
3041,-4,PSWD,0.000000000000e+000
3041,-4,PSDT,0.000000000000e+000
3041,0,IVOL,3.094252347496e+008
3041,1,RO,3.101684186137e+008
3041,1,BP,0.000000000000e+000
3057,-1,USIF,2.496896746998e+008
3057,-2,LUIF,3.897249088548e+006
3057,-1,USBP,0.000000000000e+000
3057,-2,LUBP,0.000000000000e+000
3057,-3,PSIF,0.000000000000e+000
3057,-4,PSWD,0.000000000000e+000
3057,-4,PSDT,0.000000000000e+000
3057,0,IVOL,2.535869237883e+008
3057,1,RO,2.538123979045e+008
3057,1,BP,0.000000000000e+000
5049,-1,USIF,2.787726710015e+008
5049,-2,LUIF,5.056361058688e+007
5049,-1,USBP,0.000000000000e+000
5049,-2,LUBP,0.000000000000e+000
5049,-3,PSIF,0.000000000000e+000
5049,-4,PSWD,0.000000000000e+000
5049,-4,PSDT,0.000000000000e+000
5049,0,IVOL,3.293362815884e+008
5049,1,RO,3.293362815884e+008
5049,1,BP,0.000000000000e+000
5076,-1,USIF,2.847280951638e+008
5076,-2,LUIF,4.992675373363e+006
5076,-1,USBP,0.000000000000e+000
5076,-2,LUBP,0.000000000000e+000
5076,-3,PSIF,0.000000000000e+000
5076,-4,PSWD,0.000000000000e+000
5076,-4,PSDT,0.000000000000e+000
5076,0,IVOL,2.897207705371e+008
5076,1,RO,2.912876815688e+008
5076,1,BP,0.000000000000e+000
5211,-1,USIF,3.988335734703e+008
5211,-2,LUIF,2.653625008974e+006
5211,-1,USBP,0.000000000000e+000
5211,-2,LUBP,0.000000000000e+000
5211,-3,PSIF,0.000000000000e+000
5211,-4,PSWD,0.000000000000e+000
5211,-4,PSDT,0.000000000000e+000
5211,0,IVOL,4.014871984793e+008
5211,1,RO,4.027480546699e+008
5211,1,BP,0.000000000000e+000
5280,-1,USIF,3.702090214282e+008
5280,-2,LUIF,3.203951547050e+007
5280,-1,USBP,0.000000000000e+000
5280,-2,LUBP,0.000000000000e+000
5280,-3,PSIF,0.000000000000e+000
5280,-4,PSWD,0.000000000000e+000
5280,-4,PSDT,0.000000000000e+000
5280,0,IVOL,4.022485368987e+008
5280,1,RO,4.022485368987e+008
5280,1,BP,0.000000000000e+000
5303,-1,USIF,1.270561854516e+009
5303,-2,LUIF,1.760928756982e+008
5303,-1,USBP,0.000000000000e+000
5303,-2,LUBP,0.000000000000e+000
5303,-3,PSIF,0.000000000000e+000
5303,-4,PSWD,0.000000000000e+000
5303,-4,PSDT,0.000000000000e+000
5303,0,IVOL,1.446654730214e+009
5303,1,RO,1.446654730214e+009
5303,1,BP,0.000000000000e+000
5343,-1,USIF,1.195544354938e+009
5343,-2,LUIF,2.360977834771e+007
5343,-1,USBP,0.000000000000e+000
5343,-2,LUBP,0.000000000000e+000
5343,-3,PSIF,0.000000000000e+000
5343,-4,PSWD,0.000000000000e+000
5343,-4,PSDT,0.000000000000e+000
5343,0,IVOL,1.219154133286e+009
5343,1,RO,1.222127348703e+009
5343,1,BP,0.000000000000e+000
5410,-1,USIF,1.741091986930e+008
5410,-2,LUIF,2.907134242853e+007
5410,-1,USBP,0.000000000000e+000
5410,-2,LUBP,0.000000000000e+000
5410,-3,PSIF,0.000000000000e+000
5410,-4,PSWD,0.000000000000e+000
5410,-4,PSDT,0.000000000000e+000
5410,0,IVOL,2.031805411216e+008
5410,1,RO,2.031805411216e+008
5410,1,BP,0.000000000000e+000
5436,-1,USIF,1.493780736826e+008
5436,-2,LUIF,2.009665405588e+007
5436,-1,USBP,0.000000000000e+000
5436,-2,LUBP,0.000000000000e+000
5436,-3,PSIF,0.000000000000e+000
5436,-4,PSWD,0.000000000000e+000
5436,-4,PSDT,0.000000000000e+000
5436,0,IVOL,1.694747277385e+008
5436,1,RO,1.700516481699e+008
5436,1,BP,0.000000000000e+000
5468,-1,USIF,5.109371018820e+007
5468,-2,LUIF,1.186765750881e+007
5468,-1,USBP,0.000000000000e+000
5468,-2,LUBP,0.000000000000e+000
5468,-3,PSIF,0.000000000000e+000
5468,-4,PSWD,0.000000000000e+000
5468,-4,PSDT,0.000000000000e+000
5468,0,IVOL,6.296136769701e+007
5468,1,RO,6.296136769701e+007
5468,1,BP,0.000000000000e+000
5478,-1,USIF,2.753756088839e+010
5478,-2,LUIF,4.045213656567e+006
5478,-1,USBP,0.000000000000e+000
5478,-2,LUBP,0.000000000000e+000
5478,-3,PSIF,0.000000000000e+000
5478,-4,PSWD,0.000000000000e+000
5478,-4,PSDT,0.000000000000e+000
5478,0,IVOL,2.754160610205e+010
5478,1,RO,2.754160610205e+010
5478,1,BP,0.000000000000e+000
5511,-1,USIF,2.789156590781e+008
5511,-2,LUIF,5.710222919336e+006
5511,-1,USBP,0.000000000000e+000
5511,-2,LUBP,0.000000000000e+000
5511,-3,PSIF,0.000000000000e+000
5511,-4,PSWD,0.000000000000e+000
5511,-4,PSDT,0.000000000000e+000
5511,0,IVOL,2.846258819974e+008
5511,1,RO,2.851104068629e+008
5511,1,BP,0.000000000000e+000
6056,-1,USIF,8.137393513279e+007
6056,-2,LUIF,4.949740005425e+006
6056,-1,USBP,0.000000000000e+000
6056,-2,LUBP,0.000000000000e+000
6056,-3,PSIF,0.000000000000e+000
6056,-4,PSWD,0.000000000000e+000
6056,-4,PSDT,0.000000000000e+000
6056,0,IVOL,8.632367513821e+007
6056,1,RO,8.681607789959e+007
6056,1,BP,0.000000000000e+000
6147,-1,USIF,2.684190270958e+008
6147,-2,LUIF,4.311936882644e+006
6147,-1,USBP,0.000000000000e+000
6147,-2,LUBP,0.000000000000e+000
6147,-3,PSIF,0.000000000000e+000
6147,-4,PSWD,0.000000000000e+000
6147,-4,PSDT,0.000000000000e+000
6147,0,IVOL,2.727309639784e+008
6147,1,RO,2.735037598428e+008
6147,1,BP,0.000000000000e+000
6195,-1,USIF,2.118245987040e+008
6195,-2,LUIF,2.321938745382e+007
6195,-1,USBP,0.000000000000e+000
6195,-2,LUBP,0.000000000000e+000
6195,-3,PSIF,0.000000000000e+000
6195,-4,PSWD,0.000000000000e+000
6195,-4,PSDT,0.000000000000e+000
6195,0,IVOL,2.350439861579e+008
6195,1,RO,2.364213309097e+008
6195,1,BP,0.000000000000e+000
6249,-1,USIF,1.382029211699e+010
6249,-2,LUIF,1.085896889665e+006
6249,-1,USBP,0.000000000000e+000
6249,-2,LUBP,0.000000000000e+000
6249,-3,PSIF,0.000000000000e+000
6249,-4,PSWD,0.000000000000e+000
6249,-4,PSDT,0.000000000000e+000
6249,0,IVOL,1.382137801388e+010
6249,1,RO,1.382137801388e+010
6249,1,BP,0.000000000000e+000
6275,-1,USIF,1.462892997418e+008
6275,-2,LUIF,2.005867132363e+006
6275,-1,USBP,0.000000000000e+000
6275,-2,LUBP,0.000000000000e+000
6275,-3,PSIF,0.000000000000e+000
6275,-4,PSWD,0.000000000000e+000
6275,-4,PSDT,0.000000000000e+000
6275,0,IVOL,1.482951668741e+008
6275,1,RO,1.482951668741e+008
6275,1,BP,0.000000000000e+000
6326,-1,USIF,2.757298963908e+010
6326,-2,LUIF,9.393733637347e+006
6326,-1,USBP,0.000000000000e+000
6326,-2,LUBP,0.000000000000e+000
6326,-3,PSIF,0.000000000000e+000
6326,-4,PSWD,0.000000000000e+000
6326,-4,PSDT,0.000000000000e+000
6326,0,IVOL,2.758238337272e+010
6326,1,RO,2.758238337272e+010
6326,1,BP,0.000000000000e+000
6356,-1,USIF,1.600178156028e+008
6356,-2,LUIF,3.238247546705e+006
6356,-1,USBP,0.000000000000e+000
6356,-2,LUBP,0.000000000000e+000
6356,-3,PSIF,0.000000000000e+000
6356,-4,PSWD,0.000000000000e+000
6356,-4,PSDT,0.000000000000e+000
6356,0,IVOL,1.632560631495e+008
6356,1,RO,1.639430280967e+008
6356,1,BP,0.000000000000e+000
6453,-1,USIF,2.922739689372e+008
6453,-2,LUIF,5.160413024985e+006
6453,-1,USBP,0.000000000000e+000
6453,-2,LUBP,0.000000000000e+000
6453,-3,PSIF,0.000000000000e+000
6453,-4,PSWD,0.000000000000e+000
6453,-4,PSDT,0.000000000000e+000
6453,0,IVOL,2.974343819622e+008
6453,1,RO,2.979736016410e+008
6453,1,BP,0.000000000000e+000
6551,-1,USIF,2.054086494613e+008
6551,-2,LUIF,5.611864880563e+006
6551,-1,USBP,0.000000000000e+000
6551,-2,LUBP,0.000000000000e+000
6551,-3,PSIF,0.000000000000e+000
6551,-4,PSWD,0.000000000000e+000
6551,-4,PSDT,0.000000000000e+000
6551,0,IVOL,2.110205143419e+008
